note_source note,title,identifier_PPNanalog,recordIdentifier,classification,dateIssued,accessCondition_use and reproduction,accessCondition_restriction on access,form_material,form_form,extent,coordinates,identifier_ark,subject,canton,documentType,fileUrl,iiifUrl,roleTerm_code,namePart_family,namePart_given,displayForm_personal,topic,state,geographic
,"Kleiner Kiesstrand an einem See, im Hintergrund eine hölzerne Verbauung, Ort unbekannt",TF_GP_03322,BibZug_TD_23_03322,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1gm41,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03322/800/0/TD_23_03322.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03322/files/images/TD_23_03322.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Zwei Frauen in dunklen Kleidern vor einem grösseren Haus auf dem Land, Ort unbekannt",TF_GP_03323,BibZug_TD_23_03323,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1bt3h,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03323/800/0/TD_23_03323.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03323/files/images/TD_23_03323.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Zwei Frauen in dunklen Kleidern vor einem grösseren Haus im Land,TF_GP_03324,BibZug_TD_23_03324,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1738k,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03324/800/0/TD_23_03324.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03324/files/images/TD_23_03324.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Zwei junge Damen mit einem Knaben und einem Hund an der Leine vor einem grösseren Haus im Land, Ort unbekannt",TF_GP_03325,BibZug_TD_23_03325,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz13d5c,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03325/800/0/TD_23_03325.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03325/files/images/TD_23_03325.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Zwei junge Damen mit einem Knaben und einem Hund an der Leine vor einem grösseren Haus im Land, Ort unbekannt",TF_GP_03326,BibZug_TD_23_03326,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1zm3f,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03326/800/0/TD_23_03326.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03326/files/images/TD_23_03326.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Grabstein der Marie Bossard,TF_GP_03327,BibZug_TD_23_03327,Bibliothek Zug#Glasplatten,1899,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1608297295, 8.52129518304",ark:/63274/bz1tx07,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03327/800/0/TD_23_03327.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03327/files/images/TD_23_03327.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Eine Gruppe gut gekleideter Personen bei einer Felswand, Ort unbekannt",TF_GP_03329,BibZug_TD_23_03329,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1kd6m,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03329/800/0/TD_23_03329.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03329/files/images/TD_23_03329.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Eine Gruppe gut gekleideter Personen vor einer Felswand, Ort unbekannt",TF_GP_03330,BibZug_TD_23_03330,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1fm38,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03330/800/0/TD_23_03330.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03330/files/images/TD_23_03330.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Grabstein des Adolf Uttinger,TF_GP_03331,BibZug_TD_23_03331,Bibliothek Zug#Glasplatten,nach 1892,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1608297295, 8.52129518304",ark:/63274/bz19x1g,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03331/800/0/TD_23_03331.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03331/files/images/TD_23_03331.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Grabstein von … (geborene Eberhard),TF_GP_03333,BibZug_TD_23_03333,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1608297295, 8.52129518304",ark:/63274/bz12d7v,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03333/800/0/TD_23_03333.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03333/files/images/TD_23_03333.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Zwei kleine Kinder, der Junge in Uniform mit Spielzeugpferd",TF_GP_03334,BibZug_TD_23_03334,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1xm4h,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03334/800/0/TD_23_03334.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03334/files/images/TD_23_03334.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Ein kleiner Junge auf einem Spielzeugpferd,TF_GP_03335,BibZug_TD_23_03335,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1sx19,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03335/800/0/TD_23_03335.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03335/files/images/TD_23_03335.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Grabstein der Maria Keiser (1873 - 1896),TF_GP_03336,BibZug_TD_23_03336,Bibliothek Zug#Glasplatten,Nach 1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1608297295, 8.52129518304",ark:/63274/bz1p404,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03336/800/0/TD_23_03336.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03336/files/images/TD_23_03336.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Grabsteine der :
Maria Keiser (1873 - 1896)
Joseph Brandenberg (alt Bannwart) (1830 - 1896)",TF_GP_03337,BibZug_TD_23_03337,Bibliothek Zug#Glasplatten,Nach 1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1608297295, 8.52129518304",ark:/63274/bz1jd68,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03337/800/0/TD_23_03337.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03337/files/images/TD_23_03337.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Selbstportrait von Joseph Maria Weber-Strebel,TF_GP_03338,BibZug_TD_23_03338,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1dm5r,Portrait,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03338/800/0/TD_23_03338.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03338/files/images/TD_23_03338.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Das verschneite Dorf Goldau vor dem Rossberg, vermutlich kurz nach dem Goldauerbergsturz.",Das Dorf Goldau,TF_GP_03339,BibZug_TD_23_03339,Bibliothek Zug#Glasplatten,1895,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"47.04903831624694, 8.54929643841634",ark:/63274/bz18x0q,Ortsbild,Schwyz,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03339/800/0/TD_23_03339.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03339/files/images/TD_23_03339.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,Goldau
Das verschneite Dorf Goldau mit der Eisenbahnlinie im Vordergrund,Das Dorf Goldau,TF_GP_03340,BibZug_TD_23_03340,Bibliothek Zug#Glasplatten,1895,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,,ark:/63274/bz1567m,Bergfotografie,Schwyz,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03340/800/0/TD_23_03340.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03340/files/images/TD_23_03340.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Blick über ein verschneiten Tals mit Eisenbahn Linie, im Hintergrund die Gipfel der beiden Mythen",TF_GP_03341,BibZug_TD_23_03341,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.0338801445, 8.68674897102",ark:/63274/bz11d5p,Eisenbahn,Schwyz,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03341/800/0/TD_23_03341.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03341/files/images/TD_23_03341.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,"Ein Felshang mit Eiszapfen, Ort unbekannt",TF_GP_03342,BibZug_TD_23_03342,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1wq2g,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03342/800/0/TD_23_03342.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03342/files/images/TD_23_03342.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Das Eisenbahnviadukt beim Lothenbach der Gotthardstrecke zwischen Zug und Arth-Goldau. Im Hintergrund erkennt man den Zugersee mit der Halbinsel Chiemen.,"Ein Eisenbahnviadukt im Bau beim Lothenbach, im Hintergrund der Zugersee",TF_GP_03343,BibZug_TD_23_03343,Bibliothek Zug#Glasplatten,1897,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Verkehr,13x18,"47.1148639549, 8.50077649628",ark:/63274/bz1rx0j,Verkehr,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03343/800/0/TD_23_03343.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03343/files/images/TD_23_03343.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Ein Felssturz oder Vorbereitung für eine Eisenbahnline, Ort unbekannt",Ein Mann vor einem Felshang.,TF_GP_03344,BibZug_TD_23_03344,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1n68v,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03344/800/0/TD_23_03344.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03344/files/images/TD_23_03344.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Das Dorf Walchwil oberhalb des Zugersees mit Blick Richtung Arth am See, die Katholische Kirche St. Johannes ist im Vordergrund zu sehen.
Im Hintergrund erkennt man den Beginn der Bauarbeiten 
 am Bahnhofareal von Walchwil. Der Fotograf stand im Forchwald für die Aufnahme.",Dorf Walchwil oberhalb des Zugersee,TF_GP_03345,BibZug_TD_23_03345,Bibliothek Zug#Glasplatten,1895 - 1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"47.10286679147366, 8.514910647883074",ark:/63274/bz1hd5h,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03345/800/0/TD_23_03345.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03345/files/images/TD_23_03345.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Das Dorf Walchwil oberhalb des Zugersees mit Blick Richtung Arth am See, die Katholische Kirche St. Johannes ist im Vordergrund.
Im Hintergrund erkennt man den Beginn der Bauarbeiten des Bahnhofareals von Walchwil.",Dorf Walchwil oberhalb des Zugersee,TF_GP_03346,BibZug_TD_23_03346,Bibliothek Zug#Glasplatten,1895 - 1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"47.10286679147366, 8.514910647883074",ark:/63274/bz1cq44,Landschaft,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03346/800/0/TD_23_03346.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03346/files/images/TD_23_03346.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Gerüst an der Stützmauer der Eisenbahnstrecke zwischen Zug und Arth-Goldau als Teil der Gotthardbahn. Die Mauer stützt die Gleise oberhalb der Artherstrasse vor Lothenbach.,Bauarbeiten an der Eisenbahnstrecke oberhalb der Artherstrasse,TF_GP_03347,BibZug_TD_23_03347,Bibliothek Zug#Glasplatten,1896,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Verkehr,13x18,"47.11698117772216, 8.499523621400147",ark:/63274/bz17x0c,Verkehr,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03347/800/0/TD_23_03347.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03347/files/images/TD_23_03347.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Arth am See vom Ufer des Zugersee aus gesehen,TF_GP_03348,BibZug_TD_23_03348,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.0624407077, 8.52272961569",ark:/63274/bz14693,Ortsbild,Schwyz,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03348/800/0/TD_23_03348.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03348/files/images/TD_23_03348.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Felswand bei einer Feldstrasse,TF_GP_03349,BibZug_TD_23_03349,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz10d6r,,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03349/800/0/TD_23_03349.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03349/files/images/TD_23_03349.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Vermutlich die Totenfotografie der Anna Weiss,TF_GP_03351,BibZug_TD_23_03351,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1vq3j,Personen,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03351/800/0/TD_23_03351.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03351/files/images/TD_23_03351.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Vermutlich die Totenfotografie der Anna Weiss,TF_GP_03352,BibZug_TD_23_03352,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,,ark:/63274/bz1qx21,,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03352/800/0/TD_23_03352.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03352/files/images/TD_23_03352.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Grabstein der Anna Weiss,TF_GP_03354,BibZug_TD_23_03354,Bibliothek Zug#Glasplatten,Nach 1898,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,13x18,"47.1608297295, 8.52129518304",ark:/63274/bz1gd6k,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03354/800/0/TD_23_03354.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03354/files/images/TD_23_03354.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
,Zug im Winter vom Rosenberg aus gesehen,TF_GP_02516,BibZug_TD_23_02516,Bibliothek Zug#Glasplatten,1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,9x12,"47.1610130055, 8.52036086533",ark:/63274/bz18w8n,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02516/800/0/TD_23_02516.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02516/files/images/TD_23_02516.jpg'}],,,,,,,
Eine Aufnahme des Altarraumes der Institutskirche der Schwestern vom Heiligen Kreuz in Menzingen.,Inneres der Kirche Menzingen,TF_GP_03607,BibZug_TD_23_03607,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.178983941665926, 8.590113086320725",ark:/63274/bz1rt27,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03607/800/0/TD_23_03607.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03607/files/images/TD_23_03607.jpg'}],,,,,,,
Stadt Zug vom See aus gesehen mit der alten Kirche St. Michael im Hintergrund. Der Wellengang im Vordergrund auf dem See wurde vom Urheber von Hand nachretuschiert.,"Stadt Zug vom See aus gesehen, vor 1898, mit der alten Kirche St. Michael",TF_GP_03606,BibZug_TD_23_03606,Bibliothek Zug#Glasplatten,1870 - 1880,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.1656000259, 8.51443437175",ark:/63274/bz1wm45,Dokumentation,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03606/800/0/TD_23_03606.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03606/files/images/TD_23_03606.jpg'}],pht,Weiss,Katharina,"Weiss, Katharina",,,
Die Zuger Vorstadt nach der Vorstadtkatastrophe von 1887. Im Vordergrund ist das Hotel Rigi zu erkennen und im Hintergrund die  Kirche St. Michael vor dem Neubau von 1898.,Zuger Vorstadt beim Rigiplatz,TF_GP_03605,BibZug_TD_23_03605,Bibliothek Zug#Glasplatten,1890 - 1898,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.1706259296, 8.51358665088",ark:/63274/bz1198s,Tourismus,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03605/800/0/TD_23_03605.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03605/files/images/TD_23_03605.jpg'}],,,,,,,
Blick auf die westliche Häuserzeile mit der Buchbinderei Speck in der Vorstadt von Zug vor dem Seeufereinbruch. Die Häuserzeile wurde bei der Neugestaltung der Vorstadt abgebrochen.,Häuserzeile der Vorstadt,TF_GP_03604,BibZug_TD_23_03604,Bibliothek Zug#Glasplatten,1887,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.16983080601261, 8.513826563500192",ark:/63274/bz1540z,Dokumentation,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03604/800/0/TD_23_03604.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03604/files/images/TD_23_03604.jpg'}],,,,,,,
"Drei Knaben stehen vor einem Ökonomiegebäude der Mosterei Weiss. Speziell ist das ""Zu vermieten"" Schild am Gebäude. Auf der Rechten Seite erkennt man die Villa Staub mit dem Fabrikli.",Ökonomiegebäude in Zug,TF_GP_03603,BibZug_TD_23_03603,Bibliothek Zug#Glasplatten,1909 - 1919,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.17117449816403, 8.513040184692496",ark:/63274/bz18t2d,Alltag,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03603/800/0/TD_23_03603.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03603/files/images/TD_23_03603.jpg'}],,,,,,,
Die Chamerstrasse in Zug mit der Werkstatt von Johann Weinberger. Im Hintergrund erkennt man auf der rechten Seite einen Wagen mit Pressabfälle der Mosterei Weiss sowie die Villa Staub mit dem Fabrikli.,Werkstätte an der Chamerstrasse,TF_GP_03601,BibZug_TD_23_03601,Bibliothek Zug#Glasplatten,1909 - 1919,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,18x24,"47.1709701853, 8.51297899407",ark:/63274/bz1j964,Gewerbe,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03601/800/0/TD_23_03601.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03601/files/images/TD_23_03601.jpg'}],,,,,,,
"Eine Baustelle beim Zugersee. Die Badeanstalt befand sich auf der Höhe des Erlenbaches bei Zug. Die Badeanstalt war für Frauen und Männer gedacht, welche jedoch in getrennten Bereichen baden konnten. Im Hintergrund erkennt man die Umrisse des Theater Casinos von Zug direkt an der Artherstrasse.
Die Badeanstalt war von 1906 bis 1926 in Betrieb.",Abbruch der Badeanstalt beim Erlenbach,TF_GP_03600,BibZug_TD_23_03600,Bibliothek Zug#Glasplatten,1926,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.17066117519242, 8.512215398420771",ark:/63274/bz1p41j,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03600/800/0/TD_23_03600.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03600/files/images/TD_23_03600.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Baustelle beim Zugersee. Die Badeanstalt befand sich auf der Höhe des Erlenbaches bei Zug. Die Badeanstalt war für Frauen und Männer gedacht, welche jedoch in getrennten Bereichen baden konnten. Im Hintergrund erkennt man die Umrisse des Theater Casinos von Zug direkt an der Artherstrasse.
Die Badeanstalt war von 1906 bis 1926 in Betrieb.",Abbruch der Badeanstalt beim Erlenbach,TF_GP_03599,BibZug_TD_23_03599,Bibliothek Zug#Glasplatten,1926,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,18x24,"47.1706538815477, 8.512188576332298",ark:/63274/bz1st15,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03599/800/0/TD_23_03599.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03599/files/images/TD_23_03599.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
